target,test_dataset,document,real_value,pred_value
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_80000/NOD_combined_80000.dl,4.0005999999999995,3.9803877895841544
rename,NOD,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_90000/NOD_combined_90000.dl,3.665566666666667,3.8877056722684094
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_10400/OCC_combined_10400.dl,6.665466666666667,6.280237788888507
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_11200/OCC_combined_11200.dl,6.331566666666667,6.90184486165405
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_12000/OCC_combined_12000.dl,8.000166666666667,7.711483998696899
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_12800/OCC_combined_12800.dl,7.999866666666667,7.812606224215897
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_13600/OCC_combined_13600.dl,8.332033333333333,8.376538305323496
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_14400/OCC_combined_14400.dl,8.331833333333334,8.504159626508827
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_15200/OCC_combined_15200.dl,9.332733333333332,9.347072010948203
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_1600/OCC_combined_1600.dl,1.3336666666666668,1.5923039760279778
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_16000/OCC_combined_16000.dl,9.332466666666667,9.083423371337247
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_16800/OCC_combined_16800.dl,10.6657,10.25025983880681
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_17600/OCC_combined_17600.dl,10.333433333333334,10.410278938698553
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_18400/OCC_combined_18400.dl,11.3327,10.926553961312088
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_19200/OCC_combined_19200.dl,11.665133333333335,11.221250260641403
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_20000/OCC_combined_20000.dl,11.332366666666667,12.054763715335456
rename,OCC,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_2400/OCC_combined_2400.dl,1.334666666666667,2.1480070851091186
